id2,url,asin,brand,pcategory1,title,listprice,techdetails,proddescrshort,proddescrlong,imageurl,modelno,itemweight,length,width,height
11,13969168,9305379797,[72376],"[5629, 17, 961]","[72376, 0, 296, 13665, 22456, 2123, 483]",15.0,"[14758, 1847, 4, 2057, 878, 8720, 2026, 6737, 149, 296, 48835, 109084]","[23, 72376, 0, 383, 6, 4254, 1221, 11, 7, 4120, 130, 12, 19, 5, 1897, 35, 0, 6875, 25, 3284, 68506, 3, 0, 46, 7753, 16, 19, 42, 548, 126, 33, 1957, 1146, 19, 3, 1318, 5, 1897, 22, 33, 126, 22, 29, 7, 1088126, 242, 106, 278, 6737, 19, 42, 1897, 35, 390, 1681, 4, 98, 89, 3271, 19, 152, 4910, 19, 177, 22, 44, 20, 47463, 1454, 29270, 7353, 20, 8356, 14628, 4, 878, 21327, 8720, 471, 16, 35, 2921, 11, 2456, 318, 321, 16961, 4, 0, 2947, 19, 126, 3, 7753, 33, 36, 19, 42, 27, 271, 16, 35, 2439, 3449, 39, 260, 27, 556593]","[2817, 2468, 14758, 1847, 4, 2057, 878, 8720, 2026, 6737, 12368, 2019, 149, 296, 48835, 109084, 2158, 483]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2241, 66, 308, 66, 4493, 66, 5133, 66, 0, 643, 0]",130935,1.3,16.1,11.5,0.9
12,14250554,64109212230,[26203],"[5629, 17, 961]","[26203, 652, 22867, 5314, 85980, 3165, 4330, 17, 241451, 15028, 26254]",1730.95,"[85980, 2797, 12536, 409772, 8931, 12, 121614, 4, 9011, 14931, 6742, 1627, 5908, 110281, 4, 1857, 1082210, 23, 3417, 11, 6012, 878, 3, 10144, 12, 7, 6996, 6428, 1133250, 598583, 2269, 358, 11, 106924, 627, 11808, 1630, 20, 4648, 0, 2468, 0, 244, 8, 387, 168, 4, 296, 304, 2921, 3101, 0, 7557, 5836, 26, 3, 1566, 6, 7, 1743, 4, 5589, 2864, 8, 3, 62, 4, 197, 0, 1604, 42, 27, 13031, 5, 98, 834, 26, 3, 1566, 6, 7, 0, 10080, 4, 241451, 2110, 7940, 32, 537, 9170, 18, 44, 551, 0, 20, 7, 6160, 6996, 3338, 12, 6160, 30440, 0, 474, 1082, 22, 42, 27, 5881, 30, 98, 3140, 0, 18, 1604, 244, 8, 3575, 157, 387, 360, 387, 4, 7751, 0, 3575, 0, 12, 52, 153, 318, 11840, 8, 1497, 4, 0, 4330, 6083, 652, 22867, 5314, 5314, 17725, 7272, 1604, 601, 1124, 2996, 213, 12813, 3, 12648, 6, 4402, 4, 37744, 10639, 1137, 154, 29, 12319, 4, 7906, 1978, 24, 0, 29963, 134, 8, 15421, 527, 469124, 652, 22867, 5314, 270, 1147, 2219, 6, 17788, 1226, 126, 20, 154, 3, 23487, 31417, 4030, 17253, 6, 6134, 2, 2307, 18, 123, 0, 30928, 4, 3772, 7940, 15370, 8, 3575, 62, 5, 237, 8, 589565, 9331, 2219, 6, 0]",[0],"[0, 2797, 12536, 409772, 8931, 12, 121614, 4, 9011, 14931, 6742, 1627, 5908, 110281, 4, 1857, 1082210, 23, 3417, 11, 6012, 878, 3, 10144, 12, 7, 6996, 6428, 1133250, 598583, 2269, 358, 11, 106924, 627, 11808, 1630, 20, 4648, 0, 2468, 348, 244, 8, 387, 168, 4, 296, 304, 2921, 3101, 6034, 4330, 7557, 5836, 26, 3, 1566, 6, 7, 1743, 4, 5589, 2864, 8, 3, 62, 4, 197, 0, 8604, 1604, 42, 27, 13031, 5, 98, 834, 26, 3, 1566, 6, 7, 1418197, 23953, 10080, 4, 241451, 2110, 7940, 32, 537, 9170, 18, 44, 551, 2852, 2307, 20, 7, 6160, 6996, 3338, 12, 6160, 30440, 1525732, 242, 474, 1082, 22, 42, 27, 5881, 30, 98, 3140, 855339, 10864, 18, 1604, 244, 8, 3575, 157, 387, 360, 387, 4, 7751, 0, 2932, 3575, 334725, 227282, 12, 52, 153, 318, 11840, 8, 1497, 4, 0, 4330, 6083, 652, 22867, 5314, 5314, 17725, 7272, 1604, 601, 1124, 2996, 213, 12813, 3, 12648, 6, 4402, 4, 37744, 10639, 1137, 154, 29, 12319, 4, 7906, 1978, 24, 0, 29963, 134, 8, 15421, 527, 469124, 652, 22867, 5314, 270, 1147, 2219, 6, 17788, 1226, 126, 20, 154, 3, 23487, 31417, 4030, 17253, 6, 6134, 2, 2307, 18, 123, 0, 30928, 4, 3772, 7940, 15370, 8, 3575, 62, 5, 237, 8, 589565, 9331, 2219, 6, 0]","[6567, 10, 66, 66, 0, 66, 109, 66, 29930, 66, 7025, 66, 3014, 66, 168, 66, 5099, 66, 251, 66, 0, 643, 0, 643, 0]",116263,100.0,,,
13,14251773,64109210858,[26203],"[5629, 17, 961]","[26203, 1933235, 2743, 345583, 1282, 1370, 302518, 23867, 4330, 17, 6135, 26254, 10080, 5, 23953, 6022]",4375.95,"[23, 2743, 345583, 1282, 1370, 601, 849, 1243289, 290, 1181, 136, 2028473, 0, 30928, 12536, 1181, 20, 9654, 30928, 31522, 254, 2546, 8, 3, 205, 358, 12, 6145, 2110, 0, 2468, 0, 30928, 12536, 1181, 20, 9654, 30928, 31522, 254, 2546, 8, 3, 205, 358, 12, 6145, 2110, 0, 537, 6904, 18, 342, 0, 15399, 3, 12536, 1181, 5, 7, 132, 104, 23953, 2110, 25, 31522, 3, 170, 4, 332, 2852, 6, 3, 4030, 0, 6, 4030, 1604, 2462, 0, 3575, 334725, 4330, 6083, 1933235, 16542, 4, 8871, 89776, 8078, 1181, 706506, 5516, 8, 2219, 763, 5, 1087, 22397, 733137, 90961, 2136, 9403, 5, 3, 5472, 4639, 30214, 2093032, 9331, 2219, 6, 0, 7734, 11174]",[0],"[0, 2743, 345583, 1282, 1370, 601, 849, 1243289, 290, 1181, 136, 2028473, 0, 30928, 12536, 1181, 20, 9654, 30928, 31522, 254, 2546, 8, 3, 205, 358, 12, 6145, 2110, 0, 2468, 0, 30928, 12536, 1181, 20, 9654, 30928, 31522, 254, 2546, 8, 3, 205, 358, 12, 6145, 2110, 0, 6286, 537, 6904, 18, 342, 0, 15399, 3, 12536, 1181, 5, 7, 132, 104, 23953, 2110, 25, 31522, 3, 170, 4, 332, 2852, 6, 3, 4030, 1366055, 6465, 6, 4030, 1604, 2462, 0, 2932, 3575, 244, 4330, 6083, 1933235, 16542, 4, 8871, 89776, 8078, 1181, 706506, 5516, 8, 2219, 763, 5, 1087, 22397, 733137, 90961, 2136, 9403, 5, 3, 5472, 4639, 30214, 2093032, 9331, 2219, 6, 0]","[6567, 10, 66, 66, 0, 66, 109, 66, 29930, 66, 7025, 66, 3014, 66, 168, 66, 5099, 66, 168, 66, 0, 643, 0, 643, 0]",106018,96.0,,,
14,14560013,89745000234,[7369],"[5629, 17, 961]","[7369, 1727, 14549, 982, 42441]",34.88,"[1727, 17953, 6, 6214, 390, 3472, 29177, 2594, 5849]","[23, 1727, 14549, 982, 42441, 46, 1727, 6214, 17953, 6, 390, 136, 4058, 390, 6519, 4, 7, 2649, 390, 0, 198, 24, 551, 834, 8106, 64437, 4, 1516, 1852, 0, 4448, 1852, 4960, 4, 2594, 0, 720, 46, 40, 21857, 1847, 1852, 5831, 644, 3973, 1847, 4, 4976, 0, 58408, 1646934]","[1727, 17953, 6, 6214, 390, 81, 4058, 390, 9747, 4, 7, 2649, 6519, 132, 834, 8106, 64437, 4448, 1852, 29177, 4, 2594, 5849]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 5184, 66, 4854, 66, 539, 66, 7025, 66, 0, 643, 0]",PC509,2.6,9.75,5.0,2.25
15,14906581,878260002214,"[4564, 2565]","[5629, 17, 961]","[4564, 2565, 3260, 0, 14302, 20, 1783, 6340, 838, 483]",15.98,"[1013, 5, 8479, 32189, 762, 4095, 18479, 360, 12455, 269, 2996, 6489, 33, 2921, 5784]","[6025, 23984, 20, 35, 477, 17, 154, 83, 19, 3419, 729, 317, 17, 20, 3, 4564, 2565, 8479, 32189, 0, 4117, 9239, 1144, 4, 977, 93, 5, 477, 4, 285, 33, 315, 62, 20, 8135, 18, 3, 89, 402, 6, 3, 414302, 242, 3, 4564, 2565, 8479, 32189, 14302, 19, 3419, 245, 188, 429, 183984]","[4564, 2565, 0, 14302, 1013, 5, 8479, 32189, 762, 4095, 18479, 360, 12455, 269, 2996, 19436, 18173, 4, 11555, 1783, 6340, 3311, 786, 6489, 33, 2921, 5784, 4448, 203, 2649, 2218, 49991, 543, 1294, 888, 3772, 4, 4871, 181, 1140, 8635, 671, 1028, 4212, 3791, 33, 222, 244, 2649, 3452, 17675, 868, 12, 543, 2900]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 2384, 66, 4796, 66, 646, 66, 7025, 66, 2509, 66, 0, 643, 0]",WC1200RED,1.5,7.2,4.4,3.5
16,14915557,7278205029,[16155],"[23948, 64, 1022, 15649]","[16155, 127798, 21219, 11640, 67, 104, 4597, 41893, 387, 360, 81, 104, 4322, 8757, 3097]",21.47,"[4322, 67, 104, 957, 7527, 6586, 4322, 6586, 5459, 10618, 18, 7923, 11640, 24, 41893, 387]","[1111, 3, 16155, 127798, 21219, 11640, 12, 427, 244011, 4, 7, 1949, 892, 249597, 23, 6586, 32, 7, 4221, 12905, 4, 24, 4709, 5, 2786, 4, 737888, 23, 16155, 127798, 21219, 11640, 24, 16430, 4, 3, 2315, 9044, 12, 7]","[16155, 127798, 21219, 11640, 4322, 67, 104, 957, 7527, 6586, 3228, 29, 1949, 215, 4322, 6586, 5459, 10618, 18, 7923, 11640, 249, 8, 7, 2749, 6, 8757, 11640, 24, 41893, 387]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2560, 66, 676, 66, 4971, 66, 2688, 66, 0, 643, 0]",5029,0.412,,,
17,17038254,77865605376,[80749],"[5629, 17, 961]","[80749, 21198, 698080, 164710, 17837, 211096, 6878, 2073]",195.0,"[4748, 13336, 20994, 2520, 4100, 43368, 13336, 1465, 1262, 18448, 85261]","[23, 9644, 21198, 2032, 120157, 69744, 8, 7, 95, 4413, 6, 4385, 16, 801, 959, 5, 40, 3357, 95, 516, 6, 16636, 354, 16, 11, 1581, 39660, 4, 0, 9644, 46, 90, 18049, 62, 20, 89, 1496, 16636, 16530, 3217, 5, 366, 3157, 20, 51, 992, 51, 5557, 4, 1147, 930798]","[9644, 21198, 698080, 164710, 17837, 211096, 6878, 2073, 4748, 13336, 20994, 2520, 4100, 43368, 13336, 1465, 1262, 18448, 85261, 9644, 609754, 786, 9644, 171427, 301146, 323, 72145, 9117, 2470, 323, 1359, 31941, 303, 323, 9644, 113342, 1444, 3584, 6, 62, 5, 104, 5350, 882, 109100, 447, 786, 1878, 2539, 1197806, 1363, 9644, 56699, 786, 14977, 14695, 554, 54306, 14977, 895, 3214, 900, 323, 14977, 1359, 1022, 182, 323, 10939, 0, 20, 323, 12, 69236, 2415, 4813, 2158, 4, 0, 3340, 37589, 19436, 64034, 6973]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4853, 66, 5042, 66, 4285, 66, 2688, 66, 0, 643, 0]",HD685XZNDC,1.08,32.4,16.4,10.0
18,17054419,78927019146,"[88303, 8704]","[5629, 17, 961]","[88303, 8704, 21889, 1282, 13470, 10125, 2123, 303, 67, 81, 2054, 360, 507, 147, 237, 1418, 360, 387, 104, 237, 1276, 870]",214.99,"[93173, 34077, 0, 5827, 2865, 20, 2635, 2277, 4, 10525, 193, 28, 383, 6, 88303, 9576, 1221, 265, 7, 95, 733, 1109346, 36444, 6, 268, 7284, 29403, 20, 784623, 1350734, 773, 1126361, 449169, 36680, 6146, 127, 1221, 30, 1619, 994522, 2468, 0, 24, 17340, 6, 6453, 1619, 214745, 51288, 29403, 0, 34077, 0, 0, 6453, 1350734, 773, 4855, 0, 8, 8356, 36680, 1926, 358, 3143, 0, 18261, 22429, 254, 0, 2086, 5225, 402, 7753, 6392, 0, 6392, 303, 67, 81, 2054, 360, 507, 147, 237, 1418, 360, 387, 104, 237, 1276, 0, 6392, 168, 2054, 360, 513, 104, 237, 1418, 360, 381, 1276, 0, 12885, 132, 0, 12885, 203, 611, 88303, 8704, 91, 7162, 3, 107, 88303, 358, 31, 6774, 8, 7, 321, 14354, 819, 1148614, 1002, 88303, 7157, 366, 1221, 12, 2945, 6, 683, 1169, 8, 143, 4856, 0, 96, 1777, 3, 95, 26609, 20, 7, 607, 939, 6, 16497, 12, 3, 81, 4003, 6, 7185, 1255, 4, 12, 71, 25726, 5, 397, 2061, 16, 112, 141, 733, 0, 96, 245, 1695, 4310, 6, 3, 468, 16, 71, 938, 280, 141, 3, 1090, 5, 13429, 4, 59, 3194, 1006, 141, 5, 1683, 4, 1225606, 96, 24, 6633, 12, 59, 2166, 4, 10362, 4, 49, 2142, 2403, 5, 3, 11938, 16, 231, 358, 20, 40, 88303, 3610, 46, 85, 6774, 20, 40, 26939, 3626, 5, 35658, 509216, 23, 7070, 10823, 72439, 17, 1814, 88303, 147080, 358, 11, 44739, 4709, 402017, 225, 471, 6373, 1688, 36813, 1308, 5594, 5777, 31354, 2338, 72326, 1308, 3978, 2660, 28107, 1029, 686999, 88303, 1221, 32, 85, 18, 3, 1081, 267, 7162, 4, 32, 1381, 7, 113, 770, 6, 78, 3971, 1205, 12, 1563, 5439, 1698867, 408, 18229]",[0],"[0, 34077, 0, 5827, 2865, 20, 2635, 2277, 4, 10525, 193, 28, 383, 6, 88303, 9576, 1221, 265, 7, 95, 733, 1109346, 36444, 6, 268, 7284, 29403, 20, 784623, 1350734, 773, 1126361, 449169, 36680, 6146, 127, 1221, 30, 1619, 994522, 2468, 0, 24, 17340, 6, 6453, 1619, 214745, 51288, 29403, 0, 34077, 0, 0, 6453, 1350734, 773, 4855, 0, 8, 8356, 36680, 1926, 358, 3143, 0, 18261, 22429, 254, 0, 2086, 5225, 402, 7753, 6392, 0, 6392, 303, 67, 81, 2054, 360, 507, 147, 237, 1418, 360, 387, 104, 237, 1276, 0, 6392, 168, 2054, 360, 513, 104, 237, 1418, 360, 381, 1276, 0, 12885, 132, 0, 12885, 203, 611, 88303, 8704, 91, 7162, 3, 107, 88303, 358, 31, 6774, 8, 7, 321, 14354, 819, 1148614, 1002, 88303, 7157, 366, 1221, 12, 2945, 6, 683, 1169, 8, 143, 4856, 0, 96, 1777, 3, 95, 26609, 20, 7, 607, 939, 6, 16497, 12, 3, 81, 4003, 6, 7185, 1255, 4, 12, 71, 25726, 5, 397, 2061, 16, 112, 141, 733, 0, 96, 245, 1695, 4310, 6, 3, 468, 16, 71, 938, 280, 141, 3, 1090, 5, 13429, 4, 59, 3194, 1006, 141, 5, 1683, 4, 1225606, 96, 24, 6633, 12, 59, 2166, 4, 10362, 4, 49, 2142, 2403, 5, 3, 11938, 16, 231, 358, 20, 40, 88303, 3610, 46, 85, 6774, 20, 40, 26939, 3626, 5, 35658, 509216, 23, 7070, 10823, 72439, 17, 1814, 88303, 147080, 358, 11, 44739, 4709, 402017, 225, 471, 6373, 1688, 36813, 1308, 5594, 5777, 31354, 2338, 72326, 1308, 3978, 2660, 28107, 1029, 686999, 88303, 1221, 32, 85, 18, 3, 1081, 267, 7162, 4, 32, 1381, 7, 113, 770, 6, 78, 3971, 1205, 12, 1563, 5439, 1698867, 408, 24, 2655, 1221, 1179, 12, 7, 5263, 6, 367941, 23, 7509, 5758, 23, 8608, 10498, 4, 3487, 6, 88303, 1111725, 23, 975, 11648, 1623, 1497, 4, 3478, 6, 88303, 8704, 88, 3, 828, 6, 143, 142, 6, 590, 4, 603, 25, 3, 5774, 2102, 6, 3, 415699, 1002, 2956, 42390, 4, 1965, 1210723, 460, 88303, 3073, 270, 51, 101, 12394, 1787, 8, 104, 3616, 1961, 206, 3, 4100, 8, 344, 5, 823, 3, 1488, 0, 4369, 88303, 17612, 1221, 12, 1563, 3661, 2766, 3, 707, 1786, 2418, 3651, 4, 1369, 1111725, 17, 88303, 8704, 24, 6774, 6, 97187, 9979, 944, 0, 77, 975, 1024, 31, 3273, 4530, 25, 3, 1563, 12, 126, 8, 3847, 1221, 702, 5, 3, 468, 16, 22, 11, 55804, 5, 34489, 13904, 33, 9033, 0, 63, 11, 5463, 54078, 26658, 1070, 248, 1612, 4, 2042, 40, 54944, 9666, 7047, 6944, 1615, 22, 11, 0, 17, 88303, 90, 17057, 6136, 73363, 1024, 12, 106, 2277, 4, 7715, 5161, 18, 44, 24335, 20, 7, 555, 5663, 12, 7, 1949, 6871, 29270, 26897, 16, 8992, 8, 17338, 57, 1522339, 88303, 155, 44, 28, 73363, 17781, 8, 446, 5, 9258, 7, 663, 220031, 17, 199, 38317, 18, 88303, 1221, 17057, 2269, 7874, 6600, 5, 2093, 6221, 157, 3, 2379, 706506, 77, 11, 40, 88303, 0, 77, 1202, 5, 2412, 11, 52, 6, 143, 2561, 16, 112, 88303, 1221, 4333, 5, 44, 281322, 17, 26089, 4855, 170572, 7353, 1206, 1900383, 11389, 51969, 4, 13015, 29177, 24, 44, 2008, 3685, 1219, 4, 24, 90, 1985, 248, 3, 3346, 88303, 13177, 8455, 1750, 0, 606, 6, 3, 7753, 4, 51969, 24, 6774, 25, 88303, 30, 2379, 345487, 2, 1855, 88303, 46, 59, 211, 1833, 9139, 2739, 12, 359, 51969, 4, 843449, 17, 10717, 5784, 1221, 8086, 6136, 7304, 6290, 4, 435, 8012, 891, 7304, 4960, 4, 8106, 12190, 12, 2900, 6, 24672]","[6567, 10, 66, 66, 0, 66, 109, 66, 29930, 66, 7025, 66, 4796, 66, 5099, 66, 1797, 66, 513, 66, 0, 643, 0, 643, 0]",3SKB-1914MR,14.0,19.0,14.0,10.0
19,14922512,68602439701,[1581165],[3583],"[227735, 1294, 1122, 7186, 20, 44695, 7286, 9988, 4322, 392, 3097]",5.28,"[1294, 4098, 20, 7917, 5526, 12, 12905, 1410, 6586, 1616045, 17228, 2959, 8041, 2456, 308, 12905, 6586, 972]","[23, 227735, 1294, 1122, 7186, 20, 44695, 7286, 9988, 11, 7, 89388, 32593, 4098, 16, 624, 7917, 5526, 12, 12905, 6586, 972, 2, 23, 486986, 17228, 2959, 8041, 2083882]","[227735, 391091, 1294, 1122, 7186, 20, 44695, 7286, 9988, 4322, 1294, 4098, 20, 7917, 5526, 12, 12905, 1410, 6586, 1616045, 17228, 2959, 8041, 2456, 11455, 123, 1087, 1294, 1765, 2313, 19194, 1623, 122528, 8045, 4, 4903, 4, 1501, 315, 8041, 1187, 308, 12905, 6586, 972]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4449, 66, 1176, 66, 419, 66, 3133, 66, 0, 643, 0]",39701,0.386,,,
20,14929239,8869862919,[2799],"[23948, 64, 1022, 15649]","[2799, 1564, 8230, 134106, 134106, 12129, 483, 0]",268.79,"[2567, 10572, 73354, 4, 73354, 8006, 8180, 786, 24890]","[23, 2799, 1564, 8230, 134106, 134106, 12129, 11, 3, 663, 992, 12, 959, 75, 1822, 7457, 0, 383, 7793, 33, 9239, 867, 52054, 4160, 4, 1212535, 63, 624, 7, 7917, 2916, 5818, 12, 3748, 1731, 397, 259, 0, 23, 2799, 1564, 8230, 134106, 134106, 12129, 11, 0, 5, 135, 455, 29, 227, 6, 7, 15554, 5725, 296011]","[2799, 1564, 8230, 134106, 134106, 12129, 2567, 10572, 73354, 4, 73354, 8006, 2307, 8, 537, 59910, 47715, 4, 3037, 8180, 786, 24890, 149, 126, 20, 2799, 113985, 1143117, 4, 1782406, 11829, 54990, 62, 5, 47419, 1095]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2384, 66, 5042, 66, 4204, 66, 4913, 66, 0, 643, 0]",C4890A,1.79,,,
21,14931817,4310006622,[26355],"[23948, 64, 1022, 15649]","[26355, 24995, 18668, 8381, 912, 6836]",3.88,"[242656, 22309, 912, 2237, 6092, 618, 237, 2307, 8, 375, 3247, 33, 6134, 5850, 405, 6861]","[4570, 4092, 20, 20, 28, 24995, 18668, 8381, 30, 0, 77, 8408, 11, 663, 12, 2141, 1271, 12, 654, 135, 33, 593, 675798]","[26355, 24995, 18668, 8381, 242656, 22309, 912, 2237, 6092, 618, 237, 375, 5850, 6861, 20231, 867, 2802]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2650, 66, 929, 66, 7025, 66, 2659, 66, 0, 643, 0]",6622,0.8370000000000001,,,
22,15029113,88131700513,[174110],[7536],"[174110, 144642, 656499, 9437, 2649, 12661, 38229, 6502]",37.57,"[203, 236676, 8753, 17099, 4575, 906, 323, 12, 2256, 4, 1267, 883, 2649, 40413, 786, 12, 78075, 170148]","[15069, 3, 202234, 656499, 9437, 2649, 12661, 38229, 2683, 30, 174110, 11, 3, 15411, 130, 5, 7892, 460, 4, 660, 1972, 236, 136, 3603, 20, 7, 623, 2649, 4833, 3646, 4, 2649, 1349657, 77, 174498, 38229, 2683, 624, 3, 975, 2649, 40413, 786, 12, 2649, 4432, 4, 4833, 37660, 5, 1425, 3268, 2197, 29, 134, 29, 323, 12, 5849, 4, 331, 10457, 4, 123, 3727, 0, 338, 14431, 554, 12674, 21801, 786, 715, 2038, 21604, 867, 26, 12948, 62, 5, 46990, 360, 0, 1448, 309, 1269, 11, 3, 656499, 270, 6827, 5, 366, 1972, 323, 22, 1226, 19, 5, 660, 35, 9736, 4715, 236, 3, 136, 2479, 1278645, 257, 246, 7, 1434, 4833, 7, 555, 265, 6, 695, 4772, 11, 891, 5, 26178, 3, 555, 4772, 18, 2256, 4, 1267, 1309022, 242, 203, 229, 38229, 8753, 17340, 102, 3, 656499, 9437, 2649, 1855, 44, 19, 152, 5, 48, 11, 5, 5849, 22, 102, 35, 3603, 4, 19, 7379, 219, 7, 680, 38229, 1295, 30, 0]","[174110, 144642, 656499, 9437, 2649, 12661, 38229, 6502, 81, 360, 2649, 7561, 203, 236676, 8753, 17099, 4575, 906, 323, 12, 2256, 4, 1267, 883, 3452, 1632, 157, 695, 4772, 2649, 40413, 786, 12, 78075, 170148, 13458, 4, 331, 3646, 323, 19436, 813088, 2230]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4713, 66, 385, 66, 470, 66, 7025, 66, 0, 643, 0]",GCS632UW6,1.15,10.0,7.0,3.0
23,15118120,3413802305,[17813],"[23948, 64, 1022, 15649]","[17813, 16232, 10555, 1200, 2319, 16232, 258484, 1176, 360, 2122, 9083, 6298]",91.44,"[395252, 25525, 1604, 3905, 12, 330, 187, 33, 706, 126, 4448, 8106, 3143]","[23, 17813, 16232, 10555, 1200, 11, 40, 3327, 4, 18974, 1295, 12, 1339, 4, 2777, 296472, 23, 93872, 25525, 1604, 10220, 6125, 4706, 4, 1293516]","[17813, 16232, 10555, 1200, 395252, 25525, 19194, 2280, 20, 26934, 8106, 254, 3905, 12, 330, 187, 33, 706, 126]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2618, 66, 3380, 66, 2843, 66, 2509, 66, 0, 643, 0]",2305,16.16,,,
24,15140580,7278206878,[16155],"[23948, 64, 1022, 15649]","[16155, 2245, 11640, 12, 2158, 6869, 42430, 33698, 132, 360, 24755, 132, 20712, 650, 375, 3097]",16.67,"[20712, 627, 7927, 6586, 13374, 5402, 763, 8, 2799, 4789, 15338, 4, 89, 945, 11829, 1270, 6, 2186, 6586]","[3228, 6586, 16, 87, 2657, 408, 6586, 24, 2315, 12, 43739, 2711, 13430, 4, 0, 3987, 1162, 382, 3, 321, 833, 6, 204, 68079, 35, 4591, 112, 6586, 16, 1735, 5, 35, 1749265]","[16155, 2245, 11640, 12, 2158, 6869, 4, 42430, 20712, 650, 2186, 1270, 20712, 627, 7927, 6586, 10151, 13531, 867, 4, 5134, 1058, 12, 4327, 30051, 867, 1137, 13374, 5402, 763, 8, 2799, 4789, 15338, 4, 89, 945, 11829, 1270, 6, 2186, 6586]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2560, 66, 676, 66, 4971, 66, 2659, 66, 0, 643, 0]",,,,,
25,15379706,81265801087,[200549],"[2942, 2695]","[200549, 6663, 3174, 1532, 2123, 12, 3, 46443, 12019, 6010, 1786]",23.1,"[4217, 397, 174509, 2860, 18135, 14074, 20, 870, 6781, 25162, 16509, 4, 6255, 12, 427, 996, 42484, 4, 6079, 537, 2860, 7353]","[200549, 270, 15306, 2860, 996, 358, 11, 891, 7106, 12, 3, 46443, 12019, 6010, 1015227, 77, 975, 2860, 358, 3421, 19, 1897, 35, 46443, 1786, 8, 249409]","[200549, 6663, 3174, 1532, 2123, 12, 3, 242835, 12019, 6010, 1786, 4217, 397, 174509, 2860, 18135, 14074, 20, 870, 6781, 25162, 96362, 3348, 3, 12019, 3498, 8, 247, 20, 4507, 11397, 18, 307, 4, 1545, 16509, 4, 6255, 12, 427, 996, 42484, 4, 6079, 537, 2860, 7353, 10480, 3, 46443, 5976, 21327, 3560, 10480, 1181, 30, 17589, 19436, 6737, 8, 878, 17228, 10230, 242, 200549, 46443, 1786]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 5123, 66, 646, 66, 4661, 66, 2119, 66, 0, 643, 0]",2782753,0.5,6.25,4.75,1.0
26,15412328,88442058870,[2799],[15461],"[2799, 1184650, 483, 38767, 2567, 11084]",69.84,"[67, 1731, 10572, 2158, 537, 8180, 786, 38767]","[665, 7, 159, 573, 12, 3436, 221, 4026, 20, 2799, 38767, 2567, 0, 408, 1731, 13005, 39, 963, 19, 78, 10124, 25620, 4, 2698, 502, 19, 42, 2424, 117817, 23870, 6938, 10520, 1058, 4, 5134, 35027, 1137, 231, 78, 19, 369261, 77, 16430, 2799, 38767, 1731, 10572, 11, 891, 12, 64526, 4026, 4, 4120, 196, 9518, 157, 3, 2799, 6723, 6447, 443124]","[2799, 1184650, 483, 38767, 2567, 11084, 67, 1731, 10572, 2158, 537, 8180, 786, 38767, 25891, 1434, 736, 7455, 53, 24213, 1087, 1095]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4713, 66, 3088, 66, 263, 66, 4661, 66, 0, 643, 0]",HP CE278A,1.8,1.0,1.0,1.0
27,15421408,64953260962,[178873],"[5629, 17, 961]","[16550, 982, 52712, 416800, 4402, 429455, 26891, 15989, 11490]",151.0,"[15989, 4402, 11041, 1339, 6191, 5689, 5832, 18995, 780, 1237, 4, 3178, 1612]","[11570, 35, 705, 254, 33, 967, 30, 390, 40008, 20, 3, 429455, 26891, 15989, 0, 77, 146250, 390, 1681, 30071, 6082, 5, 14006, 705, 883, 16, 126, 5500, 4, 1639, 390, 2975, 9757, 390, 1661075, 23, 429455, 26891, 15989, 11490, 1422, 40, 4404, 5689, 5832, 35366, 5, 2698, 1187, 4, 4173, 4727, 390, 5, 1926, 1205, 8, 358, 6, 390, 0]","[16550, 982, 52712, 416800, 4402, 429455, 26891, 15989, 11490, 15989, 4402, 11041, 1339, 6191, 5689, 5832, 18995, 780, 1237, 4, 3178, 1612, 803151, 904146, 390, 1743, 2649, 11452, 23706, 64705, 6943, 57795, 16016]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 3014, 66, 3361, 66, 1771, 66, 1176, 66, 0, 643, 0]",CP1000PFCLCD,19.15,13.5,11.2,6.3
