id2,prod_id1,prod_id2,brand,groupname,title,price,shelfdescr,shortdescr,longdescr,imageurl,modelno,shipweight,length,width,height
2174,14250285,64109210582,Draper,Electronics - General,Draper Glass Beaded Access Series E Electric Screen  - NTSC 15 diagonal,1615,The Access Series E. Motorized ceiling-recessed projection screen. Sleek white extruded aluminum case installs above ceiling. Trim flange finishes the ceiling opening. Viewing surface and roller can be installed at the same time or can be added quickly and easily without tools at a later date. Features -Now available in 16 10 and 15 9 laptop presentation formats.-Install an Access case first and the screen later..-Motor-in-roller assures quiet and smooth operation..-Depending on surface available in sizes through 12 x 12 and 200 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material Glass Beaded Brighter on-axis viewing than matt white surfaces within a narrower viewing cone. Some loss of clarity. Not for use with ceiling or floor mounted projectors. Flame and mildew resistant but cannot be cleaned. Now available seamless in all standard sizes through 10 high.,,DR2443The Access Series E. Motorized ceiling-recessed projection screen. Sleek white extruded aluminum case installs above ceiling. Trim flange finishes the ceiling opening. Viewing surface and roller can be installed at the same time or can be added quickly and easily without tools at a later date.   Features Now available in 16 10 and 15 9 laptop presentation formats Install an Access case first and the screen later. Motor-in-roller assures quiet and smooth operation. Depending on surface available in sizes through 12 x 12 and 200 NTSC. Custom sizes available. Warranted for one year against defects in materials and workmanship.    Screen Material Glass Beaded  Brighter on-axis viewing than matt white surfaces within a narrower viewing cone. Some loss of clarity. Not for use with ceiling or floor mounted projectors. Flame and mildew resistant but cannot be cleaned. Now available seamless in all standard sizes through 10 high.,http://i.walmartimages.com/i/mp/00/64/10/92/10/0064109210582_P255045_300X300.jpg,104047,120,,,
2175,14250478,64109211998,Draper,Electronics - General,Draper Glass Beaded Targa Electric Screen  - AV Format 70 x 70,564.3,Targa electric projection screen. Ideal for auditoriums and lecture halls hospitals hotels churches boardrooms and conference rooms. The motor is mounted inside the roller for a trim balanced appearance. Pentagonal steel case is scratch-resistant white polyester finish with matching endcaps. Features -Now available in 16 10 and 15 9 laptop presentation formats.-Screen operates instantly at the touch of a button and stops automatically in the up and down positions..-Viewing surface can be lowered to any position at the touch of a switch..-NTSC HDTV and WideScreen format screens have black borders on all four sides.-Available with a ceiling trim kit for ceiling recessed installation..-With control options it can be operated from any remote location..-Depending on surface available in sizes through 16 x 16 and 240 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material Glass Beaded Brighter on-axis viewing than matt white surfaces within a narrower viewing cone. Some loss of clarity. Not for use with ceiling or floor mounted projectors. Flame and mildew resistant but cannot be cleaned. Now available seamless in all standard sizes through 10 high.,,DR5059Targa electric projection screen. Ideal for auditoriums and lecture halls hospitals hotels churches boardrooms and conference rooms. The motor is mounted inside the roller for a trim balanced appearance. Pentagonal steel case is scratch-resistant white polyester finish with matching endcaps.   Features Now available in 16 10 and 15 9 laptop presentation formats Screen operates instantly at the touch of a button and stops automatically in the up and down positions. Viewing surface can be lowered to any position at the touch of a switch. NTSC HDTV and WideScreen format screens have black borders on all four sides Available with a ceiling trim kit for ceiling recessed installation. With control options it can be operated from any remote location. Depending on surface available in sizes through 16 x 16 and 240 NTSC. Custom sizes available. Warranted for one year against defects in materials and workmanship.    Screen Material Glass Beaded  Brighter on-axis viewing than matt white surfaces within a narrower viewing cone. Some loss of clarity. Not for use with ceiling or floor mounted projectors. Flame and mildew resistant but cannot be cleaned. Now available seamless in all standard sizes through 10 high.,http://i.walmartimages.com/i/mp/00/64/10/92/11/0064109211998_P255045_300X300.jpg,116031,51,,,
2176,14250587,64109212554,Draper,Electronics - General,Draper High Contrast Grey Ultimate Access Series E Electric Screen  - AV Format 7 x 9,2375.95,Ultimate Access Series E electric ceiling-recessed projection screen. You can install the case first screen later. Motor-in-roller assures quiet and smooth operation. Ceiling-recessed screen with an independently motorized ceiling closure. When the screen is retracted the motorized closure forms a solid bottom panel giving the ceiling a clean appearance. Features -Now available in 16 10 and 15 9 laptop presentation formats.-At the touch of a switch or wireless transmitter the door of the Ultimate Access opens into the case before the viewing surface descends into the room. Your audience will be impressed by its precision timing and quiet fluid movement..-With control options it can be operated from any remote location..-Depending on surface available in sizes through 12 x 12 and 15 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material High Contrast Grey Grey textile backed surface offers excellent resolution while enhancing the blacks of LCD and DLP projected images even as whites and lighter colors are maintained. Performs well in ambient light condition. High Contrast Grey s lower gain of 0.8 allows use with even the brightest projectors viewing cone of 180 . Available on most non-tensioned motorized and manual screens seamless in sizes up to 8  in height. Peak gain of 0.8.,,DR5486Ultimate Access Series E electric ceiling-recessed projection screen. You can install the case first screen later. Motor-in-roller assures quiet and smooth operation. Ceiling-recessed screen with an independently motorized ceiling closure. When the screen is retracted the motorized closure forms a solid bottom panel giving the ceiling a clean appearance.   Features Now available in 16 10 and 15 9 laptop presentation formats At the touch of a switch or wireless transmitter the door of the Ultimate Access opens into the case before the viewing surface descends into the room. Your audience will be impressed by its precision timing and quiet fluid movement. With control options it can be operated from any remote location. Depending on surface available in sizes through 12 x 12 and 15 NTSC. Custom sizes available. Warranted for one year against defects in materials and workmanship.    Screen Material High Contrast Grey  Grey textile backed surface offers excellent resolution while enhancing the blacks of LCD and DLP projected images even as whites and lighter colors are maintained. Performs well in ambient light condition. High Contrast Grey s lower gain of 0.8 allows use with even the brightest projectors viewing cone of 180 . Available on most non-tensioned motorized and manual screens seamless in sizes up to 8 in height. Peak gain of 0.8.,http://i.walmartimages.com/i/mp/00/64/10/92/12/0064109212554_P255045_300X300.jpg,119177,150,,,
2177,14251417,64109214854,Draper,Electronics - General,Draper M1300 Clarion Fixed Frame Screen - 124 x 124 diagonal AV Format,1724.99,Clarion permanently tensioned projection screen. Viewing surface is flat for perfect picture quality. Viewing surface is stretched tightly behind a beveled black aluminum frame. New design for quick assembly and flatter viewing surface--no snaps Z-Clip wall mounting brackets included to simplify installation. Features -Now available in 16 10 and 15 9 laptop presentation formats.-Viewing surface is flat and that means perfect picture quality..-The Clarion s aluminum frame forms an attractive 2 border for a clean theatre-like appearance..-Switch instantly between two projection formats with the optional Eclipse Masking System..-The fabric attaches to the frame without snaps or tools forming a perfectly smooth viewing surface..-Z-Clip wall mounting brackets included to simplify installation..-Standard black frame may be covered with velvety black Vel-Tex which virtually eliminates all reflections on the frame..-Depending on surface available in sizes through 10 x 10 or 120 x 120 or 15 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material M1300 The perfect matt white diffusing surface. Extremely broad light dispersion and spectral uniformity. Panoramic viewing angle and true color rendition. Recommended for use with any type of projector in rooms where the light level can be reasonably controlled. Washable,,DR7445Clarion permanently tensioned projection screen. Viewing surface is flat for perfect picture quality. Viewing surface is stretched tightly behind a beveled black aluminum frame. New design for quick assembly and flatter viewing surface--no snaps Z-Clip wall mounting brackets included to simplify installation.   Features Now available in 16 10 and 15 9 laptop presentation formats Viewing surface is flat and that means perfect picture quality. The Clarion s aluminum frame forms an attractive 2 border for a clean theatre-like appearance. Switch instantly between two projection formats with the optional Eclipse Masking System. The fabric attaches to the frame without snaps or tools forming a perfectly smooth viewing surface. Z-Clip wall mounting brackets included to simplify installation. Standard black frame may be covered with velvety black Vel-Tex which virtually eliminates all reflections on the frame. Depending on surface available in sizes through 10 x 10 or 120 x 120 or 15 NTSC. Custom sizes available. Warranted for one year against defects in materials and workmanship.    Screen Material M1300  The perfect matt white diffusing surface. Extremely broad light dispersion and spectral uniformity. Panoramic viewing angle and true color rendition. Recommended for use with any type of projector in rooms where the light level can be reasonably controlled. Washable,http://i.walmartimages.com/i/mp/00/64/10/92/14/0064109214854_P255045_300X300.jpg,252007,48,,,
2178,14284811,9263624839,Targus,Electronics - General,Targus 15.6  Hughes Roller,135.99,Targus 15.6  roller constructed of nylon that is water-resistant features a stain-resistant coating and was abrasion tested for durability,,The 15.6  roller constructed of nylon that is water-resistant features a stain-resistant coating and was abrasion tested for durability,http://i.walmartimages.com/i/mp/00/09/26/36/24/0009263624839_P255062_300X300.jpg,149182,9.9,17.8,15.3,9.9
2179,14668674,66291903055,V7,Electronics - General,V7 Professional 16  Backpack Laptop Case,15,Fits laptops up to 16  2 elastic water bottle pockets MP3 headphone port,The Professional Laptop Backpack is the contemporary solution for on-the-go professionals or students. Using durable denier nylon the backpack is structured with a dedicated padded laptop section designed to fit up to 16  laptops ample organizational room featuring a workstation with a key clip pen loops accessory pockets and a business card holder as well as an MP3 headphone port and water bottle pockets. Its sleek ergonomic design ensures top comfort and an attractive modern style.,V7 Professional 16  Material Nylon polyester 2 netted accessory pockets 2 elastic water bottle pockets MP3 headphone port Key clip three pen loops and business card holder Padded shoulder straps and cushioned handles,http://i.walmartimages.com/i/p/00/66/29/19/03/0066291903055_300X300.jpg,CBP1-9N,1.43,16.38,13,3.87
2180,14872768,7164108474,EXPO,Stationery &amp; Office Machinery,EXPO Dry Erase EraserXL with Replaceable Pad Felt 10w x 2d,12.19,Large surface cleaning is no problem with this oversized eraser that easily tackles all your erasing chores. Comfort grip is easy on your hands offering relief from daily tasks. Features eight-layer felt pad when ink builds up simply peel to reveal a new pad. Refill pads sold separately. Board Eraser Type Dry Erase Global Product Type Board Erasers-Dry Erase Pad Material Felt Width 10 in.PRODUCT DETAILS -Pad Material Felt. -For Use With Dry Erase EraserXL Replacement Pad SAN80984 Dry Erase EraserXL Replacement Pad SAN09387 . -Global Product Type Board Erasers-Dry Erase. -Post-Consumer Recycled Content Percent 0 pct. -Board Eraser Type Dry Erase. -Pre-Consumer Recycled Content Percent 0 pct. -Width 10 in. -Total Recycled Content Percent 0 pct. Package Includes eraser.,,AZK1036Large surface cleaning is no problem with this oversized eraser that easily tackles all your erasing chores. Comfort grip is easy on your hands offering relief from daily tasks. Features eight-layer felt pad when ink builds up simply peel to reveal a new pad. Refill pads sold separately. Board Eraser Type Dry Erase Global Product Type Board Erasers-Dry Erase Pad Material Felt Width 10 in.   PRODUCT DETAILS Pad Material Felt For Use With Dry Erase EraserXL Replacement Pad SAN80984 Dry Erase EraserXL Replacement Pad SAN09387 Global Product Type Board Erasers-Dry Erase Post-Consumer Recycled Content Percent 0 pct Board Eraser Type Dry Erase Pre-Consumer Recycled Content Percent 0 pct Width 10 in Total Recycled Content Percent 0 pct   Package Includes eraser.,http://i.walmartimages.com/i/mp/00/07/16/41/08/0007164108474_P255045_300X300.jpg,,0.625,,,
2181,17163374,1280051610,Rayovac,Electronics - General,Rayovac 6V Rechargeable Battery,0,Long-lasting life No mercury added Guaranteed against leakage,The Rayovac 6V Rechargeable Battery has a long-lasting life and is manufactured with no mercury added. It s guaranteed against leakage and meets the EPA requirements for landfill disposal. It is a sealed lead acid lantern battery for superior and reliable performance.,Rayovac 6V Rechargeable Battery Long-lasting life Manufactured with no mercury added Guaranteed against leakage Meets EPA requirements for landfill disposal Sealed lead acid lantern battery Rechargeable Superior and reliable performance Runtime approximately 19 hours,http://i.walmartimages.com/i/p/00/01/28/00/51/0001280051610_300X300.jpg,RVLA,,4.55,2.65,2.65
2182,16352420,8687619150,Rubbermaid Commercial,Storage,Rubbermaid Commercial Blue Untouchable Recycling Tops,30.97,,Lid for recycling container.,16 x 3.25 Allows for hygienic recycling and waste disposal,http://i.walmartimages.com/i/p/00/08/68/76/19/0008687619150_300X300.jpg,269100BE,0.966,16,16,3.25
2183,16652005,82549400415,Storm,Photography - General,Storm 2306 Case with Foam Olive Drab,132,Watertight crushproof and dustproof Permanently attached Vortex valve Adjustable PVC coated nylon padded dividers,The Storm 2306 Case with Foam is watertight crushproof and dustproof so it can handle anything you need to do. The double-layered soft-grip solid-core carrying handles make it comfortable to take with you.,Storm 2306 Case with Foam Watertight crushproof and dustproof Unique press and pull latches Permanently attached Vortex valve Unbreakable molded-in hasps Unique hinges with integrated feet Double-layered soft-grip solid-core carrying handles Adjustable PVC coated nylon padded dividers Color Olive Drab,http://i.walmartimages.com/i/p/00/82/54/94/00/0082549400415_300X300.jpg,IM2306-30002,6,18.2,8.4,6.7
2184,14929037,8869844539,HP,Printers,HP C8560A Drum Unit,671.69,Black print color  Up to 40 000 page yield,Image Drum for the HP Color LaserJet 9500 9500MFP Series works with the printer to make professional printing easy cost-effective and reliable. High-yield HP 9500 print cartridges HP papers and film and the printer are designed together to work together. Innovative toner formulations use chemically-grown toner that enables precise control and placement. Pigment and gloss enhancements provide a wide range of colors. Calibrated with HP specialty papers and smart printing system technology these print cartridges provide consistently vibrant accurate color and uniform gloss on high-coverage documents. Smart printing technology also enhances cost-effectiveness and ease of use. Automatic alerts advise when toner is low. Simple installation and reliable operation improve productivity for ongoing savings. The result is clear to see,Black print color  Up to 40 000 page yield  Compatible with HP Color LaserJet 9500,http://i.walmartimages.com/i/p/00/08/86/98/44/0008869844539_300X300.jpg,C8563A,5.73,,,
2185,15042309,84551900117,Powermat,Electronics - General,Three Position PowerMat with Powercube,79.54,Charge your handheld devices quickly efficiently and wirelessly Attach receivers to your favorite electronic devices Powercube stands in for dedicated receivers,This is the charging station you always dreamed of one cord one mat one place to charge all your handheld devices. The Powermat 3X mat uses magnetic induction and Powermat proprietary technology to charge your handheld devices quickly efficiently and wirelessly. Attach Powermat receivers to your favorite devices either the Powercube or a dedicated receiver and place it on the Powermat surface to start charging.,Three Position PowerMat with Powercube Charge your handheld devices quickly efficiently and wirelessly Attach receivers to your favorite electronic devices Powercube stands in for dedicated receivers Simply place item on powermat to begin charging,http://i.walmartimages.com/i/p/00/84/55/19/00/0084551900117_300X300.jpg,PMM-3P-B1,1.45,9.36,3.75,0.63
2186,15172488,6503084034,StarTech,Electronics - General,Startech 1.8  USB to Micro SATA Hard Drive Enclosure,30.91,Compact slim portable design Data Transfer Rate up to 480Mbps Backwards compatible with USB 1.1 and 1.0,The SAT1810U2 external hard drive enclosure lets you turn a 1.8  Micro SATA SSD or HDD into a portable external storage solution connected through USB 2.0 to a netbook laptop or desktop computer.  This sturdy yet lightweight HDD enclosure offers a cost-effective way to create an ultra portable storage solution that is completely powered by the USB host connection eliminating the need for additional power outlets or adapters.,Startech 1.8  USB to Micro SATA Hard Drive Enclosure Compact slim portable design Aluminum side panels USB-powered operation Data Transfer Rate up to 480Mbps Backwards compatible with USB 1.1 and 1.0 Hot swap and plug and play compatible No software or drivers required Supports 8mm and 5mm drives Spacer foam provided,http://i.walmartimages.com/i/p/00/06/50/30/84/0006503084034_300X300.jpg,SAT1810U2,0.2,6.9,5.3,2.2
2187,15819313,18821800089,Sabrent,Electronics - General,Sabrent SBT-CPS2 USB to Dual PS 2 Converter Cable,4.88,Supports both UHCI and OHCI specifications Converts 2 PS 2 devices keyboard and mouse to 1 USB port Fully bus-powered no power adapter needed,The Sabrent SBT-CPS2 USB to Dual PS 2 Converter connects PS 2 devices to a USB system. Using only one USB port on your computer you can connect both a PS 2 mouse and a PS 2 keyboard.,Sabrent SBT-CPS2 USB to Dual PS 2 Converter Cable Compatible with USB 1.1 2.0 Supports both UHCI and OHCI specifications Converts 2 PS 2 devices keyboard and mouse to 1 USB port Fully bus-powered no power adapter needed Easy plug and play installation USB Connector Type A PS 2 Connectors 1 x Keyboard 6-pin Mini Din Female purple 1 x Mouse-6-pin Mini Din Female green,http://i.walmartimages.com/i/p/00/18/82/18/00/0018821800089_300X300.jpg,SBT-CPS2,0.8,10,8,2.8
2188,16351967,8687617010,Rubbermaid Commercial,Home Care,Rubbermaid Commercial Blue Microfiber Reusable Cleaning Cloths 12 ct,62.97,,Microfiber cloth with hook-and-loop backing and double-finished edges.,16 x 16 Color coded products help reduce cross contamination by differentiating area of use Patent pending zig-zag scrubbing strips and high quality knitting for better absorption and debris pickup Cleans 25 percent better than conventional microfiber and traditional cotton cloths Durable up to 500 launderings Bleach safe Hypoallergenic lint-free nonabrasive,http://i.walmartimages.com/i/p/00/08/68/76/17/0008687617010_300X300.jpg,Q630,1.526,14.4,13.5,2.1
2189,16203579,74746412230,Buffalo Technology,Hard Drives,Buffalo Technology 2TB USB 3.0 DriveStation Duo,239.82,SuperSpeed USB 3.0 2 easily accessible hard drives Low maintenance with the choice of optimal capacity,The Buffalo Technology DriveStation Duo is a two hard drive RAID enabled USB 3.0 storage solution for small servers creative professionals offices and consumers who need redundant and high-performance external storage.,Buffalo Technology 2TB USB 3.0 DriveStation Duo SuperSpeed USB 3.0 2 easily accessible hard drives Low maintenance with the choice of optimal capacity Preformatted hard drive is ready to use out of the box No formatting or driver installation required Easily access hard drives automatically duplicate your data when configured in RAID 1 If one drive fails your data is safe on the other Works with PC NTFS and HFS support and Apple Use Buffalo Tools to enhance PC and transfer performance,http://i.walmartimages.com/i/p/00/74/74/64/12/0074746412230_300X300.jpg,HDWL2TU3R1,5.5,10.6,8.7,4.8
2190,16401820,65059016160,Lexar,USB Drives,Kodak 4GB High-Speed SD SDHC Memory Card,16,Capacity 4GB Transfer Speed 15Mbps Ideal for HD video and fast-action photos,The Kodak SD SDHC High-Speed Card allows you capture HD video or take a huge number of photos in quick succession with an SD SDHC-enabled digital device and gives you the extra storage capacity to capture that perfect moment. The Kodak SD SDHC High-Speed Card is designed for a range of popular uses and is engineered for HD video while also allowing for faster picture capture. It is ideal for use with your digital camcorder or any SD SDHC-enabled digital camera 4MP and higher. The Class 6 Kodak SD SDHC High-Speed Card has a transfer speed up to 100x 15Mbps .,Kodak 4GB High-Speed SD SDHC Memory Card Capacity 4GB Transfer Speed 15Mbps Ideal for HD video and fast-action photos,http://i.walmartimages.com/i/p/00/65/05/90/16/0065059016160_300X300.jpg,KSD4GBHSBNA100,0.1,7,5,0.1
2191,16523669,84004602175,BenQ,Electronics - General,BenQ MS612ST 3D-Ready Projector,699,Exclusive Aspherical Lens Design for the ultimate short-throw projection LP technology by Texas Instruments Native Resolution SVGA 800 x 600,Bring home the cinema experience with the BenQ MS612ST. Featuring 2500 ANSI lumen high brightness 5000 1 high contrast ratio HDMI and 10W built-in speaker this short-throw projector gives you a 55  big picture in only 1m required space. Together with DLP Link and NVIDIA 3D Vision dual 3D set-up you ll get to enjoy plenty of big time movie and gaming fun.,BenQ MS612ST 3D-Ready Projector Exclusive Aspherical Lens Design for the ultimate short-throw projection LP technology by Texas Instruments Native Resolution SVGA 800 x 600 Panel SVGA DMDTM x 1 Brightness 2500 ANSI lumens Contrast Ratio 5000 1 Full on Full off Aspect Ratio 4 3 Native 16 9 Selectable Colors Full 1.7 billion color palette Lens F 2.6 f 2.78mm Zoom Ratio Manual Image Size 300  Throw Ratio 1.92 Lamp 3LED RGB technology HDTV Compatible Video Compatible Vertical Scan Rate 23-120Hz,http://i.walmartimages.com/i/p/00/84/00/46/02/0084004602175_300X300.jpg,MS612ST,8.7,15.9,13.7,7.3
2192,16641983,84593304587,Tribeca,Electronics - General,Chicago Bears iPod Touch 4G Hard Case,29.99,Give your iPod Touch some team flavor with the Chicago Bears iPod Touch 4G Hard Case Features a durable hard shell and a high quality logo that won t rub off or fade.,,Give your iPod Touch some team flavor with the Chicago Bears iPod Touch 4G Hard Case Features a durable hard shell and a high quality logo that won t rub off or fade. Hard case fits your iPod Touch 4G perfectly High quality durable logo Easy access to all ports and touchscreen Officially licensed by the NFL,http://i.walmartimages.com/i/mp/00/84/59/33/04/0084593304587_P255075_300X300.jpg,FVA4587,,,,
2193,4660394,75375905221,Garmin,Fish Finder,Garmin Fishfinder 140 with 4.7-Inch Display and Dual-Beam Transducer,90.8,Transom trolling mount transducer Lets you see more fish in shallow water Ultrascroll high-rep-rate sonar,When seeing your targets clearly is the goal the Garmin Fishfinder 140 is the tool. The 140 features Ultrascroll for fast screen updates and a 4-level gray scale FSTN with AutoGain and user adjustable gain for easily visible readouts.,4-level gray scale FSTN Display 3.3  D See-Thru technology shows weak and strong returns simultaneously Power down backup of settings customer settings are not lost when the unit is turned off Whiteline 2X and 4X Automatic and manual zoom Alarms for fish size shallow water deep water and low battery Battery voltage indication Includes Fishfinder 140C ransom trolling mount transducer with integrated power cable mounting bracket with tilt swivel owner s manual quick-reference guide,http://i.walmartimages.com/i/p/00/75/37/59/05/0075375905221_300X300.jpg,Fishfinder 140,3.3,6.1,4.9,2.6
2194,13028098,78306435307,Plustek,Computers,Plustek BookReader V100 - B66-BBE21-A,539.88,The Plustek Book Reader provides exceptional quality speech output to make your book reading experience more enjoyable. The user-friendly magnifying tool can be used independent of the Book Reader system and gives you complete access to all other programs you might need enlarged print for it provides a see   speak function while you are reading the text It is a one step process to create or save into PDF format you even can read PDF documents from the internet. Scanned documents can be saved in MP3 or WAV format. With the assistance of portable audio devices you can enjoy reading books anytime and anywhere. The color contrast function increases the visual effectiveness and helps those with color blindness using certain color combinations. This allows for a more enjoyable and easy reading situation that is not hard on the eyes. This function provides the ability to enlarge documents to allow for an easier read Simple hot key design to control the functions you need such as voice volume forward backward reading speed color contrast word spelling etc. It will allow the user to repeat any of the text with varying degrees i.e. word sentence paragraph page with one button.  A useful and practical tool to rewrite or modify the scanned documents,Plustek BookReader V100 - B66-BBE21-A,The Plustek Book Reader provides exceptional quality speech output to make your book reading experience more enjoyable. The user-friendly magnifying tool can be used independent of the Book Reader system and gives you complete access to all other programs you might need enlarged print for it provides a see   speak function while you are reading the text It is a one step process to create or save into PDF format you even can read PDF documents from the internet. Scanned documents can be saved in MP3 or WAV format. With the assistance of portable audio devices you can enjoy reading books anytime and anywhere. The color contrast function increases the visual effectiveness and helps those with color blindness using certain color combinations. This allows for a more enjoyable and easy reading situation that is not hard on the eyes. This function provides the ability to enlarge documents to allow for an easier read Simple hot key design to control the functions you need such as voice volume forward backward reading speed color contrast word spelling etc. It will allow the user to repeat any of the text with varying degrees i.e. word sentence paragraph page with one button.  A useful and practical tool to rewrite or modify the scanned documents,http://i.walmartimages.com/i/p/00/78/30/64/35/0078306435307_300X300.jpg,B66-BBE21-A,13.35,22,17.6,9.3
2195,10363841,7751198904,Fellowes,Mice,Fellowes HD Precision Cordless Mouse,44.84,Compatible with Windows 98SE 2000 ME and XP.,HD-enhanced optics allow precision tracking on virtually any surface. Easy Charge technology lets it charge while in use with no need to replace batteries. Also incorporated is ComfortFit gel which makes hours of mousing much more comfortable.,Five programmable buttons Scroll wheel USB connectivity  Compatible with Windows 98SE 2000 ME and XP   Fellowes Easy Point software is included   Includes two AA batteries,http://i.walmartimages.com/i/p/00/07/75/11/98/0007751198904_300X300.jpg,98904,0.7,8.56,6.19,2.31
2196,10730674,3470705745,Memorex,MP3 Accessories,Memorex 4x Rewritable DVD-RW - 5 Pack Slim Jewel Case,8.88,4.7GB 120 minute storage capacity Can be rewritten up to 1 000 times,,4.7GB 120 minute storage capacity Can be rewritten up to 1 000 times For use with DVD recordable drives that support DVD-RW blank media Includes jewel case,http://i.walmartimages.com/i/p/00/03/47/07/05/0003470705745_300X300.jpg,3202-5745,0.75,5.75,5,1.25
2197,11084819,60644905858,NETGEAR,Computers,Netgear ANT 9DBI In Outdoor Omni-Direc,129.82,Maximizes the reach and performance of your wireless devices Waterproof and UV resistant FCC approved,The ANT2409 indoor outdoor antenna provides extended point-to multi-point coverage for wireless 802.11b or 802.11g devices. Optimal for medium range indoor or outdoor point-to-multi-point applications. Included lightning arrestor a 90 value helps prevent damage due to lightning-induced surges or static electricity in outdoor applications. Typically hung from crossbars of drop ceilings or on a rooftop the waterproof and UV resistant ANT2409 includes wall and pole mounting materials for installation ease antenna cable and grounding cable not included.,wireless 802.11b or 802.11g devices                                                                                                                                                           Optimal for medium range indoor or outdoor point-to-multi-point applications.                                                                                                                                   Included lightning arrestor a 90 value helps prevent damage due to lightning-induced surges or static electricity in outdoor applications.  grounding cable not included.,http://i.walmartimages.com/i/p/00/60/64/49/05/0060644905858_300X300.jpg,ANT240920000S,3,29.9,4.9,3
2198,12020338,73502923569,Peerless,TV Accessories,Peerless SmartMount Universal Tilt Mount 23 - 46 Screens,86.99,Perfect for digital signage office applications or anywhere in the home the SmartMount universal tilt Plasma LCD mount comes with everything you need for a quick and easy installation Plasma or LCD screens engage with an audible click to a VESA-compatible adapter plate and the ultra-thin wall plate can be mounted to a single wood stud or concrete.  Plus the Peerless fastener pack includes all screen attachment hardware which means no guesswork and no trips to the hardware store.  This tilt mount is compatible with most 23 to 46 flat panels offers up to 15 degrees of forward and backward tilt and holds the screen under 3 from the wall.     Best of all this mount is guaranteed to be in stock.  Any orders placed before 1 00pm EST will ship out SAME DAY NOTE This mount is NOT compatible with every 23 to 46 display. If you have questions about your specific TV please call us.     Features Available in silver or black scratch-resistant fused epoxy   Universal brackets will fit most 23 -46 flat panels   Universal brackets hook onto wall plate for quick and easy installation   One-touch tilt-adjustment of 15 -15 degrees without the use of tools   Tilt lock of 15 10 5 0 -5 degrees   Optional horizontal adjustment up to 6 depending on screen size   Includes hardware for installation to wood studs concrete and cinder block   Can mount on a single stud   This mount can be mounted directly into a metal stud by using the ACC 415 Metal Stud Fastener Kit Not included see SKU PE0177 Security screws require special wrench for removal included phillips-head screws can be removed with any standard screwdriver   UL tested,,Perfect for digital signage office applications or anywhere in the home the SmartMount universal tilt Plasma LCD mount comes with everything you need for a quick and easy installation Plasma or LCD screens engage with an audible click to a VESA-compatible adapter plate and the ultra-thin wall plate can be mounted to a single wood stud or concrete.  Plus the Peerless fastener pack includes all screen attachment hardware which means no guesswork and no trips to the hardware store.  This tilt mount is compatible with most 23 to 46 flat panels offers up to 15 degrees of forward and backward tilt and holds the screen under 3 from the wall.     Best of all this mount is guaranteed to be in stock.  Any orders placed before 1 00pm EST will ship out SAME DAY NOTE This mount is NOT compatible with every 23 to 46 display. If you have questions about your specific TV please call us.     Features Available in silver or black scratch-resistant fused epoxy   Universal brackets will fit most 23 -46 flat panels   Universal brackets hook onto wall plate for quick and easy installation   One-touch tilt-adjustment of 15 -15 degrees without the use of tools   Tilt lock of 15 10 5 0 -5 degrees   Optional horizontal adjustment up to 6 depending on screen size   Includes hardware for installation to wood studs concrete and cinder block   Can mount on a single stud   This mount can be mounted directly into a metal stud by using the ACC 415 Metal Stud Fastener Kit Not included see SKU PE0177 Security screws require special wrench for removal included phillips-head screws can be removed with any standard screwdriver   UL tested   Adjustable mounting pattern 12.94 H x 18 W   Distance from wall 2.6 Weight capacity 150 lbs                           Need professional installation Use the  or the Give us a call with any questions,http://i.walmartimages.com/i/mp/00/73/50/29/23/0073502923569_P255045_300X300.jpg,ST640,9,19.37,13.75,2.6
2199,12960913,60958516955,Philips,Electronics - General,Philips 8 Outlet Surge 2160 Joules 4ft Cord SPP3301WA 17,19.88,2160 joules   Heavy-duty 4ft cord   Child-safe outlets 250 000 connected equipment warranty   EMI RFI noise filtration,Built to perform and protect the Philips 8 Outlet Surge SPP3301WA 17 features advanced technology to keep yourequipment safe from electrical surges spikes. Power Blocker circuitry automatically shutsdown power to your system to protect against subsequent surges.,The 8 Outlet Surge provides the user with a fit for all surge protection needs. This surge protector is good protection for all household appliances. This surge protector comes with coax line protection power blocker auto shutdown Pure Protection and a Protection indicator light.     2160 joules   Heavy-duty 4ft cord   Child-safe outlets 250 000 connected equipment warranty   EMI RFI noise filtration,http://i.walmartimages.com/i/p/00/60/95/85/16/0060958516955_300X300.jpg,SPP3301WA/17,1.7,17.8,4.87,2.13
